,smiles,descriptors
330,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[s:16][c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]21>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[s:16][c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
331,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][cH:13][c:14]2[s:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[c:22]12>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][c:14]2[s:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[c:22]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
332,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][cH:13][c:14]2[c:15]1[s:16][c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]21>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][c:14]2[c:15]1[s:16][c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
333,Cl[C:8](=[O:9])[CH2:10][CH:11]([CH3:12])[CH3:13].[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][CH:11]([CH3:12])[CH3:13])[cH:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
334,Cl[C:7](=[O:8])[CH2:9][CH:10]([CH3:11])[CH3:12].[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:13][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][CH:10]([CH3:11])[CH3:12])[cH:13][cH:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
335,Cl[C:9](=[O:10])[CH2:11][CH:12]([CH3:13])[CH3:14].[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[CH2:11][CH:12]([CH3:13])[CH3:14],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
336,Cl[C:10]([CH3:11])=[O:12].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:9]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][c:9]1[C:10]([CH3:11])=[O:12],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
337,Cl[C:9]([CH3:10])=[O:11].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:12]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8]([C:9]([CH3:10])=[O:11])[cH:12]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
338,[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:15]12.Cl[C:10](=[O:11])[C:12](=[O:13])[Cl:14]>>[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][c:9]([C:10](=[O:11])[C:12](=[O:13])[Cl:14])[c:15]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
339,[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:13][cH:14][c:15]12.Cl[C:8](=[O:9])[C:10](=[O:11])[Cl:12]>>[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[C:10](=[O:11])[Cl:12])[cH:13][cH:14][c:15]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
340,[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:12][cH:13][cH:14][c:15]12.Cl[C:7](=[O:8])[C:9](=[O:10])[Cl:11]>>[CH3:1][n:2]1[cH:3][cH:4][c:5]2[c:6]([C:7](=[O:8])[C:9](=[O:10])[Cl:11])[cH:12][cH:13][cH:14][c:15]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
341,[CH3:1][n:2]1[cH:3][cH:4][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12.Cl[C:5](=[O:6])[C:7](=[O:8])[Cl:9]>>[CH3:1][n:2]1[cH:3][c:4]([C:5](=[O:6])[C:7](=[O:8])[Cl:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
342,[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:14][c:15]12.Cl[C:9](=[O:10])[C:11](=[O:12])[Cl:13]>>[CH3:1][n:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([C:9](=[O:10])[C:11](=[O:12])[Cl:13])[cH:14][c:15]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
343,[CH3:1][n:2]1[cH:3][cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12.Cl[C:4](=[O:5])[C:6](=[O:7])[Cl:8]>>[CH3:1][n:2]1[c:3]([C:4](=[O:5])[C:6](=[O:7])[Cl:8])[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
344,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:10][c:9]2[c:8]([cH:7][cH:19]1)[O:22][CH2:21][O:20]2.Cl[C:11](=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]2[c:9]([c:10]([C:11](=[O:12])[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[cH:19]1)[O:20][CH2:21][O:22]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
345,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]2[c:9]([cH:10][cH:11]1)[O:20][CH2:21][O:22]2.Cl[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]2[c:9]([cH:10][c:11]1[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[O:20][CH2:21][O:22]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
346,[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[O:20][CH2:21][O:22]2.Cl[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([c:11]1[C:12](=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[O:20][CH2:21][O:22]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
347,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][c:6]([CH3:7])[cH:8][c:9]2[c:10]1[CH:11]([CH3:12])[CH2:13][CH2:14][CH2:15][C:16]2([CH3:17])[CH3:18]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([CH3:7])[cH:8][c:9]2[c:10]1[CH:11]([CH3:12])[CH2:13][CH2:14][CH2:15][C:16]2([CH3:17])[CH3:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
348,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][c:6]2[c:7]([cH:8][c:9]1[CH3:10])[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH:17]2[CH3:18]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]2[c:7]([cH:8][c:9]1[CH3:10])[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH:17]2[CH3:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
349,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[c:5]([CH3:6])[cH:7][cH:8][c:9]2[c:10]1[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH:17]2[CH3:18]>>[CH3:1][C:2](=[O:3])[c:4]1[c:5]([CH3:6])[cH:7][cH:8][c:9]2[c:10]1[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH:17]2[CH3:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
350,Cl[C:10](=[O:11])[CH:12]([CH3:13])[CH3:14].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:9]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][c:9]1[C:10](=[O:11])[CH:12]([CH3:13])[CH3:14],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
351,Cl[C:9](=[O:10])[CH:11]([CH3:12])[CH3:13].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[cH:8][cH:14]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8]([C:9](=[O:10])[CH:11]([CH3:12])[CH3:13])[cH:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
352,Cl[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:7].[cH:8]1[cH:9][cH:10][c:11]([O:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([O:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
353,Cl[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:7].[cH:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][cH:11][cH:12][c:13]1[O:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
354,Cl[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:7].[cH:8]1[cH:9][cH:10][cH:11][c:12]([O:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][cH:11][c:12]([O:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
355,Cl[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:7].[cH:8]1[cH:9][cH:10][cH:11][c:12]2[c:13]1[O:14][CH2:15][O:16]2>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][cH:11][c:12]2[c:13]1[O:14][CH2:15][O:16]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
356,Cl[C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:7].[cH:8]1[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[O:14][CH2:15][O:16]2>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[O:14][CH2:15][O:16]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
357,[cH:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH2:10][Br:11])[cH:12][c:13]1[I:14].Cl[C:2]([CH3:1])=[O:3]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH2:10][Br:11])[cH:12][c:13]1[I:14],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
358,[cH:4]1[cH:5][cH:6][c:7]([I:8])[cH:9][c:10]1[O:11][CH2:12][CH2:13][Br:14].Cl[C:2]([CH3:1])=[O:3]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([I:8])[cH:9][c:10]1[O:11][CH2:12][CH2:13][Br:14],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
359,[cH:4]1[c:5]([I:6])[cH:7][cH:8][cH:9][c:10]1[O:11][CH2:12][CH2:13][Br:14].Cl[C:2]([CH3:1])=[O:3]>>[CH3:1][C:2](=[O:3])[c:4]1[c:5]([I:6])[cH:7][cH:8][cH:9][c:10]1[O:11][CH2:12][CH2:13][Br:14],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
360,[cH:4]1[cH:5][c:6]([I:7])[cH:8][c:9]([O:10][CH2:11][CH2:12][Br:13])[cH:14]1.Cl[C:2]([CH3:1])=[O:3]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([I:7])[cH:8][c:9]([O:10][CH2:11][CH2:12][Br:13])[cH:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
361,Cl[C:9]([CH3:10])=[O:11].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[C@@:12]1([CH3:13])[CH2:14][CH2:15][C@H:16]([O:17][C:18]([CH3:19])=[O:20])[C:21]([CH3:22])([CH3:23])[C@@H:24]1[CH2:25][CH2:26]2>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([c:8]1[C:9]([CH3:10])=[O:11])[C:12]1([CH3:13])[CH2:14][CH2:15][CH:16]([O:17][C:18]([CH3:19])=[O:20])[C:21]([CH3:22])([CH3:23])[CH:24]1[CH2:25][CH2:26]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
362,Cl[C:9]([CH3:10])=[O:11].[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[CH2:12][CH2:13][C@@H:14]1[C@:15]2([CH3:16])[CH2:17][CH2:18][C@H:19]([O:20][C:21]([CH3:22])=[O:23])[C:24]1([CH3:25])[CH3:26]>>[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][c:8]1[C:9]([CH3:10])=[O:11])[CH2:12][CH2:13][CH:14]1[C:15]2([CH3:16])[CH2:17][CH2:18][CH:19]([O:20][C:21]([CH3:22])=[O:23])[C:24]1([CH3:25])[CH3:26],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
363,Cl[C:6]([CH3:7])=[O:8].[CH3:1][O:2][c:3]1[cH:4][cH:5][c:9]2[c:10]([cH:11]1)[C@@:12]1([CH3:13])[CH2:14][CH2:15][C@H:16]([O:17][C:18]([CH3:19])=[O:20])[C:21]([CH3:22])([CH3:23])[C@@H:24]1[CH2:25][CH2:26]2>>[CH3:1][O:2][c:3]1[cH:4][c:5]([C:6]([CH3:7])=[O:8])[c:9]2[c:10]([cH:11]1)[C:12]1([CH3:13])[CH2:14][CH2:15][CH:16]([O:17][C:18]([CH3:19])=[O:20])[C:21]([CH3:22])([CH3:23])[CH:24]1[CH2:25][CH2:26]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
364,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][c:7]2[s:8][cH:9][c:10]([CH3:11])[c:12]2[cH:13]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[s:8][cH:9][c:10]([CH3:11])[c:12]2[cH:13]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
365,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]([CH3:10])[cH:11][s:12][c:13]12>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]([CH3:10])[cH:11][s:12][c:13]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
366,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][c:7]2[c:8]([CH3:9])[cH:10][s:11][c:12]2[cH:13]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([CH3:9])[cH:10][s:11][c:12]2[cH:13]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
367,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][c:8]2[s:9][cH:10][c:11]([CH3:12])[c:13]12>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[s:9][cH:10][c:11]([CH3:12])[c:13]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
368,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[s:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[c:12]1[CH3:13]>>[CH3:1][C:2](=[O:3])[c:4]1[s:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[c:12]1[CH3:13],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
369,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[S:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[S:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
370,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][c:13]([S:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][c:13]([S:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[cH:21][cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
371,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1.[cH:10]1[cH:11][cH:12][cH:13][c:14]([S:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Br:7])[cH:8][cH:9]1)[c:10]1[cH:11][cH:12][cH:13][c:14]([S:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
372,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[N:10]([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15]2>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[N:10]([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
373,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[N:10]([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15]2>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[N:10]([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
374,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[CH2:10][CH2:11][N:12]2[C:13]([CH3:14])=[O:15]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[CH2:10][CH2:11][N:12]2[C:13]([CH3:14])=[O:15],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
375,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][N:12]2[C:13]([CH3:14])=[O:15]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][N:12]2[C:13]([CH3:14])=[O:15],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
376,Cl[C:8](=[O:9])[CH:10]([CH3:11])[CH3:12].[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8](=[O:9])[CH:10]([CH3:11])[CH3:12],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
