,smiles,descriptors
1215,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][c:6]2[cH:7][c:8]([C:9]#[N:10])[cH:11][cH:12][c:13]2[nH:14]1>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]2[cH:7][c:8]([C:9]#[N:10])[cH:11][cH:12][c:13]2[nH:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1216,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][c:6]([C:7]#[N:8])[cH:9][c:10]2[cH:11][cH:12][nH:13][c:14]12>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([C:7]#[N:8])[cH:9][c:10]2[cH:11][cH:12][nH:13][c:14]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1217,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][c:6]2[nH:7][cH:8][cH:9][c:10]2[cH:11][c:12]1[C:13]#[N:14]>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]2[nH:7][cH:8][cH:9][c:10]2[cH:11][c:12]1[C:13]#[N:14],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1218,Cl[C:2]([CH3:1])=[O:3].[cH:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[cH:13][c:14]12>>[CH3:1][C:2](=[O:3])[c:4]1[cH:5][nH:6][c:7]2[cH:8][cH:9][c:10]([C:11]#[N:12])[cH:13][c:14]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1219,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:17][cH:18]1.Cl[C:7](=[O:8])[CH2:9][c:10]1[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]1>>[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]2)[cH:17][cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1220,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.Cl[C:9](=[O:10])[CH2:11][c:12]1[cH:13][cH:14][c:15]([Br:16])[cH:17][cH:18]1>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[CH2:11][c:12]1[cH:13][cH:14][c:15]([Br:16])[cH:17][cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1221,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:18]1.Cl[C:8](=[O:9])[CH2:10][c:11]1[cH:12][cH:13][c:14]([Br:15])[cH:16][cH:17]1>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][c:11]2[cH:12][cH:13][c:14]([Br:15])[cH:16][cH:17]2)[cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1222,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.Cl[C:9](=[O:10])[CH2:11][c:12]1[cH:13][cH:14][c:15]([CH3:16])[cH:17][cH:18]1>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[CH2:11][c:12]1[cH:13][cH:14][c:15]([CH3:16])[cH:17][cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1223,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:17][cH:18]1.Cl[C:7](=[O:8])[CH2:9][c:10]1[cH:11][cH:12][c:13]([CH3:14])[cH:15][cH:16]1>>[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[CH2:9][c:10]2[cH:11][cH:12][c:13]([CH3:14])[cH:15][cH:16]2)[cH:17][cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1224,[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:18]1.Cl[C:8](=[O:9])[CH2:10][c:11]1[cH:12][cH:13][c:14]([CH3:15])[cH:16][cH:17]1>>[CH3:1][S:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][c:11]2[cH:12][cH:13][c:14]([CH3:15])[cH:16][cH:17]2)[cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1225,[cH:7]1[cH:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[c:14]([OH:15])[c:16]([C:17]([CH3:18])([CH3:19])[CH3:20])[cH:21]1.Cl[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6]>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][c:9]([C:10]([CH3:11])([CH3:12])[CH3:13])[c:14]([OH:15])[c:16]([C:17]([CH3:18])([CH3:19])[CH3:20])[cH:21]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1226,[cH:7]1[cH:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[c:15]([OH:16])[c:17]1[C:18]([CH3:19])([CH3:20])[CH3:21].Cl[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6]>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[c:15]([OH:16])[c:17]1[C:18]([CH3:19])([CH3:20])[CH3:21],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1227,Cl[C:13](=[O:14])[CH2:15][CH3:16].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[C:13](=[O:14])[CH2:15][CH3:16],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1228,Cl[C:12](=[O:13])[CH2:14][CH3:15].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:16]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][c:11]([C:12](=[O:13])[CH2:14][CH3:15])[cH:16]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1229,Cl[C:11](=[O:12])[CH2:13][CH3:14].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:15][cH:16]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([C:11](=[O:12])[CH2:13][CH3:14])[cH:15][cH:16]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1230,Cl[C:16]([CH3:17])=[O:18].[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]([O:13][CH3:14])[cH:15]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]([O:13][CH3:14])[c:15]1[C:16]([CH3:17])=[O:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1231,Cl[C:12]([CH3:13])=[O:14].[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]([O:9][CH3:10])[cH:11][c:15]([O:16][CH3:17])[cH:18]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][c:6]1[cH:7][c:8]([O:9][CH3:10])[c:11]([C:12]([CH3:13])=[O:14])[c:15]([O:16][CH3:17])[cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1232,Cl[C:16](=[O:17])[CH2:18][Cl:19].[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:20]1>>[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:10][c:11]1[cH:12][cH:13][cH:14][c:15]([C:16](=[O:17])[CH2:18][Cl:19])[cH:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1233,Cl[C:17](=[O:18])[CH2:19][Cl:20].[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[C:17](=[O:18])[CH2:19][Cl:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1234,Cl[C:15](=[O:16])[CH2:17][Cl:18].[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:10][c:11]1[cH:12][cH:13][cH:14][cH:19][cH:20]1>>[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[NH:10][c:11]1[cH:12][cH:13][c:14]([C:15](=[O:16])[CH2:17][Cl:18])[cH:19][cH:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1235,Cl[C:18]([CH3:19])=[O:20].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:21][c:22]2-[c:23]2[cH:24][cH:25][c:26]([I:27])[cH:28][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][c:17]([C:18]([CH3:19])=[O:20])[cH:21][c:22]2-[c:23]2[cH:24][cH:25][c:26]([I:27])[cH:28][c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1236,Cl[C:23]([CH3:24])=[O:25].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:22][c:26]([I:27])[cH:28][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][c:22]([C:23]([CH3:24])=[O:25])[c:26]([I:27])[cH:28][c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1237,Cl[C:22]([CH3:23])=[O:24].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:25][c:26]([I:27])[cH:28][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[c:21]([C:22]([CH3:23])=[O:24])[cH:25][c:26]([I:27])[cH:28][c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1238,Cl[C:23]([CH3:24])=[O:25].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][c:16]([I:17])[cH:18][cH:19][c:20]2-[c:21]2[cH:22][cH:26][cH:27][cH:28][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][c:16]([I:17])[cH:18][cH:19][c:20]2-[c:21]2[c:22]([C:23]([CH3:24])=[O:25])[cH:26][cH:27][cH:28][c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1239,Cl[C:26]([CH3:27])=[O:28].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:22][c:23]([I:24])[cH:25][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:22][c:23]([I:24])[c:25]([C:26]([CH3:27])=[O:28])[c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1240,Cl[C:25]([CH3:26])=[O:27].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][c:16]([I:17])[cH:18][cH:19][c:20]2-[c:21]2[cH:22][cH:23][cH:24][cH:28][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][c:16]([I:17])[cH:18][cH:19][c:20]2-[c:21]2[cH:22][cH:23][c:24]([C:25]([CH3:26])=[O:27])[cH:28][c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1241,Cl[C:26]([CH3:27])=[O:28].[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][c:16]([I:17])[cH:18][cH:19][c:20]2-[c:21]2[cH:22][cH:23][cH:24][cH:25][c:29]21>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][C:7]1([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13])[c:14]2[cH:15][c:16]([I:17])[cH:18][cH:19][c:20]2-[c:21]2[cH:22][cH:23][cH:24][c:25]([C:26]([CH3:27])=[O:28])[c:29]21,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1242,Cl[C:20]([CH3:21])=[O:22].[CH3:1][O:2][c:3]1[cH:4][c:5]2[s:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[n:14][c:15]2[c:16]([O:17][CH3:18])[cH:19]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]2[s:6][c:7](-[c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[n:14][c:15]2[c:16]([O:17][CH3:18])[c:19]1[C:20]([CH3:21])=[O:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1243,Cl[C:16]([CH3:17])=[O:18].[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:19]3)[s:20][c:21]2[cH:22]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][c:15]([C:16]([CH3:17])=[O:18])[cH:19]3)[s:20][c:21]2[cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1244,Cl[C:15]([CH3:16])=[O:17].[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:18][cH:19]3)[s:20][c:21]2[cH:22]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][c:14]([C:15]([CH3:16])=[O:17])[cH:18][cH:19]3)[s:20][c:21]2[cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1245,Cl[C:20]([CH3:21])=[O:22].[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[s:17][c:18]2[cH:19]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[s:17][c:18]2[c:19]1[C:20]([CH3:21])=[O:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1246,Cl[C:17]([CH3:18])=[O:19].[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[s:20][c:21]2[cH:22]1>>[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][CH3:7])[c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[C:17]([CH3:18])=[O:19])[s:20][c:21]2[cH:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1247,Cl[C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:17][cH:18]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16]2)[cH:17][cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1248,Cl[C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:18]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17]2)[cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1249,Cl[C:8]([c:7]1[cH:6][cH:5][cH:4][c:3]([O:2][CH3:1])[cH:18]1)=[O:9].[cH:10]1[cH:11][cH:12][cH:13][cH:14][c:15]1[O:16][CH3:17]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[O:16][CH3:17])[cH:18]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1250,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][c:11]([OH:12])[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[cH:19]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][c:11]([OH:12])[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[cH:19]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1251,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][c:16]([OH:17])[c:18]2[cH:19]1>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][c:16]([OH:17])[c:18]2[cH:19]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1252,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[c:18]1[OH:19]>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[c:18]1[OH:19],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1253,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][cH:11][cH:12][c:13]2[cH:14][cH:15][cH:16][c:17]([OH:18])[c:19]12>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][cH:12][c:13]2[cH:14][cH:15][cH:16][c:17]([OH:18])[c:19]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1254,Cl[C:2](=[O:1])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[cH:9]1[cH:10][cH:11][c:12]([OH:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12>>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[c:9]1[cH:10][cH:11][c:12]([OH:13])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
