,smiles,energies,reaction_smiles
217,[CH3:1][C:2]([NH2:3])=[CH:4][CH:5]=[CH:6][NH2:7].[CH:8]([NH2:9])=[CH:10][NH2:11]>>[CH3:1][C:2]1([NH2:3])[CH:4]=[CH:5][CH:6]([NH2:7])[CH:8]([NH2:9])[CH:10]1[NH2:11],0.03586117748599804,CC(N)=CC=CN.NC=CN>>CC1(N)C=CC(N)C(N)C1N
218,[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[OH:7].[CH:8]([SH:9])=[C:10]([OH:11])[SH:12]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([OH:7])[CH:8]([SH:9])[C:10]1([OH:11])[SH:12],0.04415404764199593,CC=CC=C(C)O.OC(S)=CS>>CC1C=CC(C)(O)C(S)C1(O)S
219,[CH3:1][CH:2]=[CH:3][CH:4]=[CH2:5].[CH:6]([OH:7])=[CH2:8]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH:6]([OH:7])[CH2:8]1,0.02022601068100016,C=CC=CC.C=CO>>CC1C=CCC(O)C1
220,[CH2:3]=[CH:4][CH:5]=[CH:6][CH3:7].[CH3:1][CH:2]=[CH:8][SH:9]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH:6]([CH3:7])[CH:8]1[SH:9],0.02229247766300091,C=CC=CC.CC=CS>>CC1C=CCC(C)C1S
221,[CH3:1][CH:2]=[CH:9][NH2:10].[CH:3]([SH:4])=[CH:5][CH:6]=[CH:7][OH:8]>>[CH3:1][CH:2]1[CH:3]([SH:4])[CH:5]=[CH:6][CH:7]([OH:8])[CH:9]1[NH2:10],0.0348657202929985,OC=CC=CS.CC=CN>>CC1C(S)C=CC(O)C1N
222,[CH:7]([NH2:8])=[CH2:9].[NH2:1][CH:2]=[CH:3][CH:4]=[CH:5][OH:6]>>[NH2:1][CH:2]1[CH:3]=[CH:4][CH:5]([OH:6])[CH:7]([NH2:8])[CH2:9]1,0.03567923401899975,NC=CC=CO.C=CN>>NC1C=CC(O)C(N)C1
223,[CH2:3]=[CH:4][CH:5]=[C:6]([CH3:7])[OH:8].[CH3:1][CH:2]=[CH:9][CH3:10]>>[CH3:1][CH:2]1[CH2:3][CH:4]=[CH:5][C:6]([CH3:7])([OH:8])[CH:9]1[CH3:10],0.04984738491599927,C=CC=C(C)O.CC=CC>>CC1CC=CC(C)(O)C1C
224,[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][SH:6].[CH:7]([OH:8])=[CH:9][NH2:10]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([SH:6])[CH:7]([OH:8])[CH:9]1[NH2:10],0.03142418778599776,CC=CC=CS.NC=CO>>CC1C=CC(S)C(O)C1N
225,[CH:5]([OH:6])=[CH:7][CH:8]=[C:9]([CH3:10])[OH:11].[CH3:1][CH:2]=[CH:3][SH:4]>>[CH3:1][CH:2]1[CH:3]([SH:4])[CH:5]([OH:6])[CH:7]=[CH:8][C:9]1([CH3:10])[OH:11],0.0342302011200033,CC(O)=CC=CO.CC=CS>>CC1C(S)C(O)C=CC1(C)O
226,[C:8]([CH3:9])([OH:10])=[C:11]([CH3:12])[OH:13].[CH3:1][C:2]([SH:3])=[CH:4][CH:5]=[CH:6][NH2:7]>>[CH3:1][C:2]1([SH:3])[CH:4]=[CH:5][CH:6]([NH2:7])[C:8]([CH3:9])([OH:10])[C:11]1([CH3:12])[OH:13],0.04379199038900339,CC(S)=CC=CN.CC(O)=C(C)O>>CC1(S)C=CC(N)C(C)(O)C1(C)O
227,[CH:3]([OH:4])=[CH:7][CH:6]=[CH2:5].[CH3:1][CH:2]=[C:8]([OH:9])[OH:10]>>[CH3:1][CH:2]1[CH:3]([OH:4])[CH:5]=[CH:6][CH2:7][C:8]1([OH:9])[OH:10],0.03087271112200085,C=CC=CO.CC=C(O)O>>CC1C(O)C=CCC1(O)O
228,[C:7]([CH3:8])([CH3:9])=[CH:10][NH2:11].[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][CH3:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([CH3:6])[C:7]([CH3:8])([CH3:9])[CH:10]1[NH2:11],0.027967083085002287,CC=CC=CC.CC(C)=CN>>CC1C=CC(C)C(C)(C)C1N
229,[CH:7]([OH:8])=[CH2:9].[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][OH:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([OH:6])[CH:7]([OH:8])[CH2:9]1,0.03106797805099859,CC=CC=CO.C=CO>>CC1C=CC(O)C(O)C1
230,[CH3:1][CH:2]=[CH:9][OH:10].[CH:3]([OH:4])=[CH:5][CH:6]=[CH:7][NH2:8]>>[CH3:1][CH:2]1[CH:3]([OH:4])[CH:5]=[CH:6][CH:7]([NH2:8])[CH:9]1[OH:10],0.030177275522994762,NC=CC=CO.CC=CO>>CC1C(O)C=CC(N)C1O
231,[CH:3]([NH2:4])=[CH:5][CH:6]=[C:7]([CH3:8])[I:9].[CH3:1][CH:2]=[CH:10][NH2:11]>>[CH3:1][CH:2]1[CH:3]([NH2:4])[CH:5]=[CH:6][C:7]([CH3:8])([I:9])[CH:10]1[NH2:11],0.05563485859100581,CC(I)=CC=CN.CC=CN>>CC1C(N)C=CC(C)(I)C1N
232,[CH:8](=[CH2:9])[CH3:10].[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[I:7]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([I:7])[CH:8]([CH3:9])[CH2:10]1,0.05080056222899998,CC=CC=C(C)I.C=CC>>CC1C=CC(C)(I)C(C)C1
233,[CH2:4]=[CH:8][NH2:9].[CH3:1][CH:2]=[CH:3][CH:7]=[CH:5][NH2:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([NH2:6])[CH2:7][CH:8]1[NH2:9],0.02683673048500168,CC=CC=CN.C=CN>>CC1C=CC(N)CC1N
234,[CH2:1]=[CH:7][CH3:8].[CH:2]([CH:3]=[C:4]([CH3:5])[F:6])=[CH:9][OH:10]>>[CH3:1][CH:2]1[CH2:3][C:4]([CH3:5])([F:6])[CH:7]=[CH:8][CH:9]1[OH:10],0.033326302798997176,CC(F)=CC=CO.C=CC>>CC1CC(C)(F)C=CC1O
235,[CH2:4]=[CH:8][Cl:9].[CH3:1][CH:2]=[CH:3][CH:7]=[CH:5][OH:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([OH:6])[CH2:7][CH:8]1[Cl:9],0.027635784409998365,CC=CC=CO.C=CCl>>CC1C=CC(O)CC1Cl
236,[CH3:1][C:2]([CH3:3])=[CH2:4].[C:5]1([OH:6])=[CH:7][CH:8]=[C:9]([OH:10])[CH2:11]1>>[CH3:1][C:2]1([CH3:3])[CH2:4][C:5]2([OH:6])[CH:7]=[CH:8][C:9]1([OH:10])[CH2:11]2,0.026603449539003066,OC1=CC=C(O)C1.C=C(C)C>>CC1(C)CC2(O)C=CC1(O)C2
237,[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][CH3:6].[C:7]([NH2:8])([OH:9])=[CH:10][I:11]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([CH3:6])[C:7]([NH2:8])([OH:9])[CH:10]1[I:11],0.029727161171003047,CC=CC=CC.NC(O)=CI>>CC1C=CC(C)C(N)(O)C1I
238,[C:9]([CH3:10])([Br:11])=[CH2:12].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[C:6]([CH3:7])[OH:8]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C:6]([CH3:7])([OH:8])[C:9]([CH3:10])([Br:11])[CH2:12]1,0.037883332446000395,CC(C)=CC=C(C)O.C=C(C)Br>>CC1(C)C=CC(C)(O)C(C)(Br)C1
239,[CH2:4]=[CH:5][CH:6]=[CH:7][NH2:8].[CH3:1][C:2]([OH:3])=[C:9]([CH3:10])[CH3:11]>>[CH3:1][C:2]1([OH:3])[CH2:4][CH:5]=[CH:6][CH:7]([NH2:8])[C:9]1([CH3:10])[CH3:11],0.03521299534500599,C=CC=CN.CC(C)=C(C)O>>CC1(O)CC=CC(N)C1(C)C
240,[CH2:7]=[C:8]([F:9])[Cl:10].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[CH2:6]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][CH2:6][CH2:7][C:8]1([F:9])[Cl:10],0.03702414551300137,C=CC=C(C)C.C=C(F)Cl>>CC1(C)C=CCCC1(F)Cl
241,[C:5]([CH3:6])([OH:7])=[CH:8][CH:9]=[C:10]([CH3:11])[CH3:12].[CH3:1][CH:2]=[CH:3][OH:4]>>[CH3:1][CH:2]1[CH:3]([OH:4])[C:5]([CH3:6])([OH:7])[CH:8]=[CH:9][C:10]1([CH3:11])[CH3:12],0.06261722119299407,CC(C)=CC=C(C)O.CC=CO>>CC1C(O)C(C)(O)C=CC1(C)C
242,[CH:7]([CH3:8])=[CH2:9].[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][SH:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([SH:6])[CH:7]([CH3:8])[CH2:9]1,0.047165846898000297,CC=CC=CS.C=CC>>CC1C=CC(S)C(C)C1
243,[CH:3]([OH:4])=[CH:5][CH:6]=[C:7]([CH3:8])[SH:9].[CH3:1][CH:2]=[CH:10][OH:11]>>[CH3:1][CH:2]1[CH:3]([OH:4])[CH:5]=[CH:6][C:7]([CH3:8])([SH:9])[CH:10]1[OH:11],0.03740240295699948,CC(S)=CC=CO.CC=CO>>CC1C(O)C=CC(C)(S)C1O
244,[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][CH3:6].[CH:7]([OH:8])=[CH:9][CH3:10]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([CH3:6])[CH:7]([OH:8])[CH:9]1[CH3:10],0.0268781558910014,CC=CC=CC.CC=CO>>CC1C=CC(C)C(O)C1C
245,[CH:8]([SH:9])=[CH2:10].[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[F:7]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([F:7])[CH:8]([SH:9])[CH2:10]1,0.024022609808998396,CC=CC=C(C)F.C=CS>>CC1C=CC(C)(F)C(S)C1
246,[CH3:3][CH:4]=[CH2:5].[CH2:1]=[CH:2][CH:8]=[CH:6][OH:7]>>[CH3:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH:6]([OH:7])[CH2:8]1,0.027932059029001977,C=CC=CO.C=CC>>CC1CC=CC(O)C1
247,[CH2:1]=[CH:8][Br:9].[CH:2](=[CH:3][CH:4]=[C:5]([NH2:6])[SH:7])[CH3:10]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([NH2:6])([SH:7])[CH:8]([Br:9])[CH2:10]1,0.03612060225099967,CC=CC=C(N)S.C=CBr>>CC1C=CC(N)(S)C(Br)C1
248,[CH3:1][CH:2]=[CH:3][CH:4]=[CH2:5].[C:6]([CH3:7])([OH:8])=[C:9]([CH3:10])[OH:11]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][C:6]([CH3:7])([OH:8])[C:9]1([CH3:10])[OH:11],0.03068030080900286,C=CC=CC.CC(O)=C(C)O>>CC1C=CCC(C)(O)C1(C)O
249,[C:7]([CH3:8])([SH:9])=[C:10]([CH3:11])[F:12].[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][OH:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([OH:6])[C:7]([CH3:8])([SH:9])[C:10]1([CH3:11])[F:12],0.061631371924001144,CC=CC=CO.CC(F)=C(C)S>>CC1C=CC(O)C(C)(S)C1(C)F
250,[CH2:8]=[C:9]([OH:10])[OH:11].[NH2:1][CH:2]=[CH:3][CH:4]=[C:5]([OH:6])[SH:7]>>[NH2:1][CH:2]1[CH:3]=[CH:4][C:5]([OH:6])([SH:7])[CH2:8][C:9]1([OH:10])[OH:11],0.03866215721500055,NC=CC=C(O)S.C=C(O)O>>NC1C=CC(O)(S)CC1(O)O
251,[CH3:1][CH:2]=[C:9]([CH3:10])[CH3:11].[CH:3]([Br:4])=[CH:5][CH:6]=[CH:7][OH:8]>>[CH3:1][CH:2]1[CH:3]([Br:4])[CH:5]=[CH:6][CH:7]([OH:8])[C:9]1([CH3:10])[CH3:11],0.023378878668999903,OC=CC=CBr.CC=C(C)C>>CC1C(Br)C=CC(O)C1(C)C
252,[CH2:4]=[CH:5][CH:6]=[C:7]([OH:8])[OH:9].[NH2:1][C:2]([OH:3])=[CH:10][OH:11]>>[NH2:1][C:2]1([OH:3])[CH2:4][CH:5]=[CH:6][C:7]([OH:8])([OH:9])[CH:10]1[OH:11],0.06656833216499791,C=CC=C(O)O.NC(O)=CO>>NC1(O)CC=CC(O)(O)C1O
253,[CH2:1]=[CH:5][CH:4]=[C:2]([CH3:3])[CH3:9].[CH2:6]=[CH:7][OH:8]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][CH2:6][CH:7]([OH:8])[CH2:9]1,0.04884767985399918,C=CC=C(C)C.C=CO>>CC1(C)C=CCC(O)C1
254,[CH3:1][C:2]([SH:3])=[CH:4][CH:5]=[CH2:6].[CH:7]([Cl:8])=[C:9]([CH3:10])[SH:11]>>[CH3:1][C:2]1([SH:3])[CH:4]=[CH:5][CH2:6][CH:7]([Cl:8])[C:9]1([CH3:10])[SH:11],0.046780849152995074,C=CC=C(C)S.CC(S)=CCl>>CC1(S)C=CCC(Cl)C1(C)S
255,[C:7]([OH:8])([SH:9])=[CH:10][OH:11].[OH:1][CH:2]=[CH:3][CH:4]=[CH:5][OH:6]>>[OH:1][CH:2]1[CH:3]=[CH:4][CH:5]([OH:6])[C:7]([OH:8])([SH:9])[CH:10]1[OH:11],0.03771255828600317,OC=CC=CO.OC=C(O)S>>OC1C=CC(O)C(O)(S)C1O
256,[CH2:1]=[CH:8][OH:9].[CH:2](=[CH:3][CH:4]=[C:5]([OH:6])[OH:7])[CH3:10]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([OH:6])([OH:7])[CH:8]([OH:9])[CH2:10]1,0.054213733072003834,CC=CC=C(O)O.C=CO>>CC1C=CC(O)(O)C(O)C1
257,[CH2:4]=[CH:9][OH:10].[CH3:1][CH:2]=[CH:3][CH:8]=[C:5]([CH3:6])[I:7]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([I:7])[CH2:8][CH:9]1[OH:10],0.03837071240099732,CC=CC=C(C)I.C=CO>>CC1C=CC(C)(I)CC1O
258,[CH:9]([OH:10])=[CH2:11].[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[C:6]([CH3:7])[CH3:8]>>[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C:6]([CH3:7])([CH3:8])[CH:9]([OH:10])[CH2:11]1,0.05445527115200122,CC(C)=CC=C(C)C.C=CO>>CC1(C)C=CC(C)(C)C(O)C1
259,[CH3:1][CH:2]=[CH2:3].[CH:4]([SH:5])=[CH:6][CH:7]=[C:8]([CH3:9])[CH3:10]>>[CH3:1][CH:2]1[CH2:3][CH:4]([SH:5])[CH:6]=[CH:7][C:8]1([CH3:9])[CH3:10],0.0539005805580004,CC(C)=CC=CS.C=CC>>CC1CC(S)C=CC1(C)C
260,[CH3:1][CH:2]=[C:9]([CH3:10])[CH3:11].[CH:3]([NH2:4])=[CH:5][CH:6]=[CH:7][OH:8]>>[CH3:1][CH:2]1[CH:3]([NH2:4])[CH:5]=[CH:6][CH:7]([OH:8])[C:9]1([CH3:10])[CH3:11],0.04035633502600433,NC=CC=CO.CC=C(C)C>>CC1C(N)C=CC(O)C1(C)C
261,[CH2:1]=[CH:8][CH3:7].[CH:2]([CH:3]=[C:4]([CH3:5])[SH:6])=[CH:9][OH:10]>>[CH3:1][CH:2]1[CH2:3][C:4]([CH3:5])([SH:6])[CH:7]=[CH:8][CH:9]1[OH:10],0.029828168565000368,CC(S)=CC=CO.C=CC>>CC1CC(C)(S)C=CC1O
262,[CH3:1][C:2]([OH:3])=[CH:4][CH:5]=[CH2:6].[CH:7]([SH:8])=[CH2:9]>>[CH3:1][C:2]1([OH:3])[CH:4]=[CH:5][CH2:6][CH:7]([SH:8])[CH2:9]1,0.02996140108600187,C=CC=C(C)O.C=CS>>CC1(O)C=CCC(S)C1
263,[CH2:3]=[CH:4][CH:5]=[CH:6][OH:7].[CH3:1][CH:2]=[CH:8][CH3:9]>>[CH3:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH:6]([OH:7])[CH:8]1[CH3:9],0.02681267165299772,C=CC=CO.CC=CC>>CC1CC=CC(O)C1C
264,[CH2:3]=[CH:4][CH:5]=[CH:6][CH3:7].[CH3:1][CH:2]=[CH:8][OH:9]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH:6]([CH3:7])[CH:8]1[OH:9],0.03377677762599873,C=CC=CC.CC=CO>>CC1C=CCC(C)C1O
265,[C:3]([CH3:4])([OH:5])=[CH:6][CH:7]=[CH:8][I:9].[CH3:1][CH:2]=[C:10]([CH3:11])[OH:12]>>[CH3:1][CH:2]1[C:3]([CH3:4])([OH:5])[CH:6]=[CH:7][CH:8]([I:9])[C:10]1([CH3:11])[OH:12],0.06738537215100138,CC(O)=CC=CI.CC=C(C)O>>CC1C(C)(O)C=CC(I)C1(C)O
266,[CH2:3]=[CH:4][CH:5]=[CH2:6].[NH2:1][CH:2]=[CH:7][I:8]>>[NH2:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH2:6][CH:7]1[I:8],0.022027187622999378,C=CC=C.NC=CI>>NC1CC=CCC1I
267,[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[SH:7].[CH:8]([CH3:9])=[CH:10][I:11]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([SH:7])[CH:8]([CH3:9])[CH:10]1[I:11],0.053992595251997955,CC=CC=C(C)S.CC=CI>>CC1C=CC(C)(S)C(C)C1I
268,[CH3:3][CH:4]=[CH2:5].[CH2:1]=[CH:2][CH:8]=[CH:6][OH:7]>>[CH3:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH:6]([OH:7])[CH2:8]1,0.026147719129998137,C=CC=CO.C=CC>>CC1CC=CC(O)C1
269,[C:8]([CH3:9])([SH:10])=[CH2:11].[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([OH:6])[SH:7]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([OH:6])([SH:7])[C:8]([CH3:9])([SH:10])[CH2:11]1,0.04282588817699917,CC=CC=C(O)S.C=C(C)S>>CC1C=CC(O)(S)C(C)(S)C1
270,[CH:5]([SH:6])=[CH:7][CH:8]=[C:9]([CH3:10])[Br:11].[CH3:1][CH:2]=[CH:3][OH:4]>>[CH3:1][CH:2]1[CH:3]([OH:4])[CH:5]([SH:6])[CH:7]=[CH:8][C:9]1([CH3:10])[Br:11],0.06135995557600182,CC(Br)=CC=CS.CC=CO>>CC1C(O)C(S)C=CC1(C)Br
271,[CH2:3]=[CH:4][CH:5]=[CH:6][SH:7].[OH:1][CH:2]=[CH2:8]>>[OH:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH:6]([SH:7])[CH2:8]1,0.022852854892001062,C=CC=CS.C=CO>>OC1CC=CC(S)C1
272,[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[CH3:7].[CH:8]([OH:9])=[CH:10][CH3:11]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([CH3:7])[CH:8]([OH:9])[CH:10]1[CH3:11],0.03786209208099933,CC=CC=C(C)C.CC=CO>>CC1C=CC(C)(C)C(O)C1C
273,[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[CH3:7].[CH:8]([OH:9])=[CH:10][Br:11]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([CH3:7])[CH:8]([OH:9])[CH:10]1[Br:11],0.062163613159000874,CC=CC=C(C)C.OC=CBr>>CC1C=CC(C)(C)C(O)C1Br
274,[CH3:1][C:2]([NH2:3])=[CH:4][OH:5].[CH:6]([CH:7]=[CH:8][SH:9])=[CH:10][OH:11]>>[CH3:1][C:2]1([NH2:3])[CH:4]([OH:5])[CH:6]=[CH:7][CH:8]([SH:9])[CH:10]1[OH:11],0.03682240628899791,OC=CC=CS.CC(N)=CO>>CC1(N)C(O)C=CC(S)C1O
275,[CH3:1][C:2]([OH:3])=[CH:4][CH:5]=[CH2:6].[CH:7]([OH:8])=[CH:9][OH:10]>>[CH3:1][C:2]1([OH:3])[CH:4]=[CH:5][CH2:6][CH:7]([OH:8])[CH:9]1[OH:10],0.03842620266200214,C=CC=C(C)O.OC=CO>>CC1(O)C=CCC(O)C1O
276,[CH2:1]=[CH:2][CH3:3].[CH:4]([SH:5])=[CH:6][CH:7]=[C:8]([OH:9])[I:10]>>[CH3:1][CH:2]1[CH2:3][CH:4]([SH:5])[CH:6]=[CH:7][C:8]1([OH:9])[I:10],0.037729572845002224,OC(I)=CC=CS.C=CC>>CC1CC(S)C=CC1(O)I
277,[CH2:1]=[CH:7][CH3:6].[CH:2]([CH:3]=[CH:4][OH:5])=[CH:8][SH:9]>>[CH3:1][CH:2]1[CH2:3][CH:4]([OH:5])[CH:6]=[CH:7][CH:8]1[SH:9],0.028632737770998062,OC=CC=CS.C=CC>>CC1CC(O)C=CC1S
278,[CH3:1][CH:2]=[CH:9][I:10].[CH:3]([F:4])=[CH:5][CH:6]=[CH:7][Cl:8]>>[CH3:1][CH:2]1[CH:3]([F:4])[CH:5]=[CH:6][CH:7]([Cl:8])[CH:9]1[I:10],0.04941805525100307,FC=CC=CCl.CC=CI>>CC1C(F)C=CC(Cl)C1I
279,[CH3:1][C:2]([OH:3])=[CH:4][CH:5]=[CH2:6].[CH:7]([OH:8])=[C:9]([OH:10])[SH:11]>>[CH3:1][C:2]1([OH:3])[CH:4]=[CH:5][CH2:6][CH:7]([OH:8])[C:9]1([OH:10])[SH:11],0.03331324183900364,C=CC=C(C)O.OC=C(O)S>>CC1(O)C=CCC(O)C1(O)S
280,[CH3:1][C:2]([SH:3])=[CH:4][CH:5]=[CH2:6].[CH:7]([F:8])=[CH:9][NH2:10]>>[CH3:1][C:2]1([SH:3])[CH:4]=[CH:5][CH2:6][CH:7]([F:8])[CH:9]1[NH2:10],0.02698275249100135,C=CC=C(C)S.NC=CF>>CC1(S)C=CCC(F)C1N
281,[CH2:4]=[CH:7][CH:6]=[CH2:5].[CH3:1][C:2]([CH3:3])=[C:8]([CH3:9])[SH:10]>>[CH3:1][C:2]1([CH3:3])[CH2:4][CH:5]=[CH:6][CH2:7][C:8]1([CH3:9])[SH:10],0.05314752237999798,C=CC=C.CC(C)=C(C)S>>CC1(C)CC=CCC1(C)S
282,[C:3]([CH3:4])([OH:5])=[CH:6][CH:7]=[CH2:8].[CH3:1][CH:2]=[C:9]([CH3:10])[I:11]>>[CH3:1][CH:2]1[C:3]([CH3:4])([OH:5])[CH:6]=[CH:7][CH2:8][C:9]1([CH3:10])[I:11],0.03681726406099983,C=CC=C(C)O.CC=C(C)I>>CC1C(C)(O)C=CCC1(C)I
283,[CH:3]([OH:4])=[CH:5][CH:6]=[C:7]([CH3:8])[F:9].[CH3:1][CH:2]=[C:10]([CH3:11])[OH:12]>>[CH3:1][CH:2]1[CH:3]([OH:4])[CH:5]=[CH:6][C:7]([CH3:8])([F:9])[C:10]1([CH3:11])[OH:12],0.03836070924000268,CC(F)=CC=CO.CC=C(C)O>>CC1C(O)C=CC(C)(F)C1(C)O
284,[CH2:1]=[CH2:2].[CH2:3]=[CH:4][CH:5]=[CH2:6]>>[CH:1]1=[CH:2][CH2:3][CH2:4][CH2:5][CH2:6]1,0.012974833161997879,C=CC=C.C=C>>C1=CCCCC1
285,[CH3:1][CH:2]=[CH2:3].[CH2:4]=[CH:5][CH:6]=[CH:7][CH3:8]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH2:6][CH:7]1[CH3:8],0.019097353219002855,C=CC=CC.C=CC>>CC1C=CCCC1C
286,[CH2:1]=[CH:2][CH:3]=[CH:4][CH3:5].[CH:6]([OH:7])=[CH:8][SH:9]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH:6]([OH:7])[CH:8]1[SH:9],0.02525533322199891,C=CC=CC.OC=CS>>CC1C=CCC(O)C1S
287,[CH2:6]=[C:7]([OH:8])[SH:9].[CH2:1]=[CH:2][CH:3]=[CH:4][CH3:5]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH2:6][C:7]1([OH:8])[SH:9],0.04440585675100195,C=CC=CC.C=C(O)S>>CC1C=CCCC1(O)S
288,[CH3:1][C:2]([SH:3])=[CH:4][CH:5]=[CH2:6].[CH:7]([NH2:8])=[CH:9][I:10]>>[CH3:1][C:2]1([SH:3])[CH:4]=[CH:5][CH2:6][CH:7]([NH2:8])[CH:9]1[I:10],0.03308372858100128,C=CC=C(C)S.NC=CI>>CC1(S)C=CCC(N)C1I
289,[CH3:3][CH:4]=[CH2:5].[CH2:1]=[CH:2][CH:8]=[CH:6][NH2:7]>>[CH3:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH:6]([NH2:7])[CH2:8]1,0.03202827243600126,C=CC=CN.C=CC>>CC1CC=CC(N)C1
290,[CH2:4]=[CH:5][CH:6]=[CH:7][SH:8].[CH3:1][C:2]([NH2:3])=[CH:9][OH:10]>>[CH3:1][C:2]1([NH2:3])[CH2:4][CH:5]=[CH:6][CH:7]([SH:8])[CH:9]1[OH:10],0.025921456823002842,C=CC=CS.CC(N)=CO>>CC1(N)CC=CC(S)C1O
291,[CH3:1][CH:2]=[CH:3][CH:4]=[CH:5][OH:6].[CH:7]([Cl:8])=[CH:9][CH3:10]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([OH:6])[CH:7]([Cl:8])[CH:9]1[CH3:10],0.05740317538499795,CC=CC=CO.CC=CCl>>CC1C=CC(O)C(Cl)C1C
292,[CH3:1][CH:2]=[CH:3][CH:4]=[CH2:5].[CH:6]([CH3:7])=[CH:8][CH3:9]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH2:5][CH:6]([CH3:7])[CH:8]1[CH3:9],0.023201939509000624,C=CC=CC.CC=CC>>CC1C=CCC(C)C1C
293,[CH3:1][C:2]([OH:3])=[CH:10][NH2:11].[CH:4]([OH:5])=[CH:6][CH:7]=[CH:8][Br:9]>>[CH3:1][C:2]1([OH:3])[CH:4]([OH:5])[CH:6]=[CH:7][CH:8]([Br:9])[CH:10]1[NH2:11],0.035113702254001566,OC=CC=CBr.CC(O)=CN>>CC1(O)C(O)C=CC(Br)C1N
294,[CH2:5]=[C:7]([CH3:8])[OH:9].[CH3:1][CH:2]=[CH:3][CH:4]=[CH:10][CH3:6]>>[CH3:1][CH:2]1[CH:3]=[CH:4][CH:5]([CH3:6])[C:7]([CH3:8])([OH:9])[CH2:10]1,0.02564553201500175,CC=CC=CC.C=C(C)O>>CC1C=CC(C)C(C)(O)C1
295,[CH:8]([CH3:9])=[CH:10][Br:11].[CH3:1][CH:2]=[CH:3][CH:4]=[C:5]([CH3:6])[OH:7]>>[CH3:1][CH:2]1[CH:3]=[CH:4][C:5]([CH3:6])([OH:7])[CH:8]([CH3:9])[CH:10]1[Br:11],0.059129421830000695,CC=CC=C(C)O.CC=CBr>>CC1C=CC(C)(O)C(C)C1Br
