,smiles,descriptors
572,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH2:7]=[CH:8][CH:9]=[CH:10][CH:11]1[C:12](=[O:13])[N:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH:21]1[c:22]1[cH:23][cH:24][c:25]([O:26][CH3:27])[cH:28][cH:29]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH2:7][CH:8]=[CH:9][CH:10]1[CH:11]1[C:12](=[O:13])[N:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[CH:21]1[c:22]1[cH:23][cH:24][c:25]([O:26][CH3:27])[cH:28][cH:29]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
573,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH:7]([CH:8]=[CH:9][CH:10]1[C:11](=[O:12])[N:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[CH:20]1[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)=[CH2:27]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]=[CH:8][CH:9]([CH:10]2[C:11](=[O:12])[N:13]([CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[CH:20]2[c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
574,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH2:7]=[CH:8][CH:9]=[CH:10][CH:11]1[C:12](=[O:13])[N:14]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[CH:21]1[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH2:7][CH:8]=[CH:9][CH:10]1[CH:11]1[C:12](=[O:13])[N:14]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[CH:21]1[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
575,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH2:7]=[CH:8][CH:9]=[CH:10][CH:11]1[C:12](=[O:13])[N:14]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[CH:21]1[c:22]1[cH:23][cH:24][c:25]([O:26][CH3:27])[cH:28][cH:29]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH2:7][CH:8]=[CH:9][CH:10]1[CH:11]1[C:12](=[O:13])[N:14]([CH:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2)[CH:21]1[c:22]1[cH:23][cH:24][c:25]([O:26][CH3:27])[cH:28][cH:29]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
576,[CH3:1][O:2][C:3](=[O:4])[CH:5]=[CH2:6].[CH:7]([CH:8]=[CH:9][CH:10]1[C:11](=[O:12])[N:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[CH:20]1[c:21]1[cH:22][cH:23][c:24]([O:25][CH3:26])[cH:27][cH:28]1)=[CH2:29]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][CH:7]=[CH:8][CH:9]([CH:10]2[C:11](=[O:12])[N:13]([CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[CH:20]2[c:21]2[cH:22][cH:23][c:24]([O:25][CH3:26])[cH:27][cH:28]2)[CH2:29]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
577,[CH:5]([CH:6]=[CH:7][CH:8]1[C:9](=[O:10])[N:11]([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH:18]1[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)=[CH2:25].[O:1]=[CH:2][CH:3]=[CH2:4]>>[O:1]=[CH:2][CH:3]1[CH2:4][CH:5]=[CH:6][CH:7]([CH:8]2[C:9](=[O:10])[N:11]([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[CH:18]2[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
578,[CH2:5]=[CH:6][CH:7]=[CH:8][CH:9]1[C:10](=[O:11])[N:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]1[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[O:1]=[CH:2][CH:3]=[CH2:4]>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5][CH:6]=[CH:7][CH:8]1[CH:9]1[C:10](=[O:11])[N:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]1[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
579,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]=[CH:10][CH:11]=[CH2:12])[C:17](=[O:18])[N:19]2[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1.[CH2:13]=[CH:14][CH:15]=[O:16]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]3[CH:10]=[CH:11][CH2:12][CH2:13][CH:14]3[CH:15]=[O:16])[C:17](=[O:18])[N:19]2[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
580,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]=[CH:10][CH:11]=[CH2:16])[C:17](=[O:18])[N:19]2[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1.[CH2:12]=[CH:13][CH:14]=[O:15]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]3[CH:10]=[CH:11][CH2:12][CH:13]([CH:14]=[O:15])[CH2:16]3)[C:17](=[O:18])[N:19]2[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:26][cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
581,[CH2:5]=[CH:6][CH:7]=[CH:8][CH:9]1[C:10](=[O:11])[N:12]([CH:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[CH:19]1[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[O:1]=[CH:2][CH:3]=[CH2:4]>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5][CH:6]=[CH:7][CH:8]1[CH:9]1[C:10](=[O:11])[N:12]([CH:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[CH:19]1[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
582,[CH:5]([CH:6]=[CH:7][CH:8]1[C:9](=[O:10])[N:11]([CH:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2)[CH:18]1[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)=[CH2:25].[O:1]=[CH:2][CH:3]=[CH2:4]>>[O:1]=[CH:2][CH:3]1[CH2:4][CH:5]=[CH:6][CH:7]([CH:8]2[C:9](=[O:10])[N:11]([CH:12]3[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]3)[CH:18]2[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[CH2:25]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
583,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]=[CH:10][CH:11]=[CH2:16])[C:17](=[O:18])[N:19]2[CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[cH:26][cH:27]1.[CH2:12]=[CH:13][CH:14]=[O:15]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]3[CH:10]=[CH:11][CH2:12][CH:13]([CH:14]=[O:15])[CH2:16]3)[C:17](=[O:18])[N:19]2[CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[cH:26][cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
584,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]=[CH:10][CH:11]=[CH2:12])[C:17](=[O:18])[N:19]2[CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[cH:26][cH:27]1.[CH2:13]=[CH:14][CH:15]=[O:16]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH:8]([CH:9]3[CH:10]=[CH:11][CH2:12][CH2:13][CH:14]3[CH:15]=[O:16])[C:17](=[O:18])[N:19]2[CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[cH:26][cH:27]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
585,[CH2:5]=[C:6]([S:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[C:14]([F:15])=[CH2:16].[O:1]=[CH:2][CH:3]=[CH2:4]>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5][C:6]([S:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)=[C:14]([F:15])[CH2:16]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
586,[CH2:5]=[C:6]([F:7])[C:8]([S:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)=[CH2:16].[O:1]=[CH:2][CH:3]=[CH2:4]>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5][C:6]([F:7])=[C:8]([S:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
587,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])=[CH2:15].[CH2:16]=[CH:17][CH:18]=[CH:19][CH3:20]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])[CH2:15][CH2:16][CH:17]=[CH:18][CH:19]1[CH3:20],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
588,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])=[CH2:15].[CH:16]([CH:17]=[CH:18][CH3:19])=[CH2:20]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])[CH2:15][CH:16]=[CH:17][CH:18]([CH3:19])[CH2:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
589,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])=[CH2:15].[CH2:16]=[C:17]([CH3:18])[CH:19]=[CH2:20]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])[CH2:15][CH:16]=[C:17]([CH3:18])[CH2:19][CH2:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
590,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])=[CH2:15].[CH2:16]=[CH:17][C:18]([CH3:19])=[CH2:20]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]1([P:7](=[O:8])([O:9][CH2:10][CH3:11])[O:12][CH2:13][CH3:14])[CH2:15][CH2:16][CH:17]=[C:18]([CH3:19])[CH2:20]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
591,[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][C:9]([CH:10]=[CH2:11])=[CH2:21].[CH:12]1=[C:17]([N+:18](=[O:19])[O-:20])[CH2:16][CH2:15][CH2:14][CH2:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][C:9]1=[CH:10][CH2:11][CH:12]2[CH2:13][CH2:14][CH2:15][CH2:16][C:17]2([N+:18](=[O:19])[O-:20])[CH2:21]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
592,[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][C:9]([CH:10]=[CH2:11])=[CH2:21].[C:12]1([N+:13](=[O:14])[O-:15])=[CH:20][CH2:19][CH2:18][CH2:17][CH2:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([CH3:6])([CH3:7])[O:8][C:9]1=[CH:10][CH2:11][C:12]2([N+:13](=[O:14])[O-:15])[CH2:16][CH2:17][CH2:18][CH2:19][CH:20]2[CH2:21]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
593,[CH3:1][C:2]([CH:3]=[CH2:4])=[CH2:9].[CH:5]1=[C:10]([N+:11](=[O:12])[O-:13])[CH2:14][CH2:8][CH2:7][CH2:6]1>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]2[CH2:6][CH2:7][CH2:8][CH2:9][C:10]2([N+:11](=[O:12])[O-:13])[CH2:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
594,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:14].[C:5]1([N+:6](=[O:7])[O-:8])=[CH:13][CH2:12][CH2:11][CH2:10][CH2:9]1>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]2([N+:6](=[O:7])[O-:8])[CH2:9][CH2:10][CH2:11][CH2:12][CH:13]2[CH2:14]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
595,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:22].[CH:5]([c:6]1[cH:7][cH:8][cH:9][o:10]1)=[C:11]([C:12]#[N:13])[C:14](=[O:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][o:10]2)[C:11]([C:12]#[N:13])([C:14](=[O:15])[c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[CH2:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
596,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:22].[C:5]([C:6]#[N:7])([C:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)=[CH:16][c:17]1[cH:18][cH:19][cH:20][o:21]1>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]([C:6]#[N:7])([C:8](=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH:16]([c:17]2[cH:18][cH:19][cH:20][o:21]2)[CH2:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
597,[CH2:25]=[CH:26][N+:27](=[O:28])[O-:29].[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:5][CH:6]([O:7][Si:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[C:15]2([CH2:16][CH:17]([OH:18])[C:19]3=[C:24]2[CH2:23][CH2:22][CH:21]=[CH:20]3)[CH2:30]1>>[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:5][CH:6]([O:7][Si:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[C:15]2([CH2:16][CH:17]([OH:18])[C:19]3=[CH:20][CH:21]4[CH2:22][CH2:23][C:24]23[CH2:25][CH:26]4[N+:27](=[O:28])[O-:29])[CH2:30]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
598,[CH:25]([N+:26](=[O:27])[O-:28])=[CH2:29].[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:5][CH:6]([O:7][Si:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[C:15]2([CH2:16][CH:17]([OH:18])[C:19]3=[C:24]2[CH2:23][CH2:22][CH:21]=[CH:20]3)[CH2:30]1>>[CH3:1][C:2]1([CH3:3])[CH2:4][CH2:5][CH:6]([O:7][Si:8]([CH3:9])([CH3:10])[C:11]([CH3:12])([CH3:13])[CH3:14])[C:15]2([CH2:16][CH:17]([OH:18])[C:19]3=[CH:20][CH:21]4[CH2:22][CH2:23][C:24]23[CH:25]([N+:26](=[O:27])[O-:28])[CH2:29]4)[CH2:30]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
599,[CH:14]([CH:15]=[O:16])=[CH2:17].[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]=[CH:10][CH:11]=[CH:12][CH2:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH:10]2[CH:11]=[CH:12][CH:13]1[CH:14]([CH:15]=[O:16])[CH2:17]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
600,[CH2:14]=[CH:15][CH:16]=[O:17].[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH:9]=[CH:10][CH:11]=[CH:12][CH2:13]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH:10]2[CH:11]=[CH:12][CH:13]1[CH2:14][CH:15]2[CH:16]=[O:17],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
601,[CH2:11]=[CH:12][C:13](=[O:14])[N:15]1[CH:16]2[CH2:17][CH:18]3[CH2:19][CH2:20][C:21]2([CH2:22][S:23]1(=[O:24])=[O:25])[C:26]3([CH3:27])[CH3:28].[CH3:1][O:2][C:3](=[O:4])[N:5]1[CH:6]=[CH:7][CH:8]=[CH:9][CH2:10]1>>[CH3:1][O:2][C:3](=[O:4])[N:5]1[CH2:6][CH:7]2[CH:8]=[CH:9][CH:10]1[CH2:11][CH:12]2[C:13](=[O:14])[N:15]1[CH:16]2[CH2:17][CH:18]3[CH2:19][CH2:20][C:21]2([CH2:22][S:23]1(=[O:24])=[O:25])[C:26]3([CH3:27])[CH3:28],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
602,[CH:11]([C:12](=[O:13])[N:14]1[CH:15]2[CH2:16][CH:17]3[CH2:18][CH2:19][C:20]2([CH2:21][S:22]1(=[O:23])=[O:24])[C:25]3([CH3:26])[CH3:27])=[CH2:28].[CH3:1][O:2][C:3](=[O:4])[N:5]1[CH:6]=[CH:7][CH:8]=[CH:9][CH2:10]1>>[CH3:1][O:2][C:3](=[O:4])[N:5]1[CH2:6][CH:7]2[CH:8]=[CH:9][CH:10]1[CH:11]([C:12](=[O:13])[N:14]1[CH:15]3[CH2:16][CH:17]4[CH2:18][CH2:19][C:20]3([CH2:21][S:22]1(=[O:23])=[O:24])[C:25]4([CH3:26])[CH3:27])[CH2:28]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
603,[CH3:1][C:2]1([CH3:3])[CH:4]2[CH2:5][CH2:6][C:7]13[CH2:8][S:9](=[O:10])(=[O:11])[N:12]([C:13](=[O:14])[CH:15]=[CH2:16])[CH:32]3[CH2:33]2.[CH:17]1=[CH:18][CH:19]=[CH:20][N:21]([C:22](=[O:23])[O:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[CH2:31]1>>[CH3:1][C:2]1([CH3:3])[CH:4]2[CH2:5][CH2:6][C:7]13[CH2:8][S:9](=[O:10])(=[O:11])[N:12]([C:13](=[O:14])[CH:15]1[CH2:16][CH:17]4[CH:18]=[CH:19][CH:20]1[N:21]([C:22](=[O:23])[O:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[CH2:31]4)[CH:32]3[CH2:33]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
604,[CH3:1][C:2]1([CH3:3])[CH:4]2[CH2:5][CH2:6][C:7]13[CH2:8][S:9](=[O:10])(=[O:11])[N:12]([C:13](=[O:14])[CH:15]=[CH2:16])[CH:32]3[CH2:33]2.[CH:17]1=[CH:18][CH:19]=[CH:20][CH2:21][N:22]1[C:23](=[O:24])[O:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][C:2]1([CH3:3])[CH:4]2[CH2:5][CH2:6][C:7]13[CH2:8][S:9](=[O:10])(=[O:11])[N:12]([C:13](=[O:14])[CH:15]1[CH2:16][CH:17]4[CH:18]=[CH:19][CH:20]1[CH2:21][N:22]4[C:23](=[O:24])[O:25][c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[CH:32]3[CH2:33]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
