,smiles,descriptors
1929,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:14].[CH:5]([c:6]1[cH:7][cH:8][c:9]([Br:10])[cH:11][cH:12]1)=[C:13]1[C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[O:21][C:22]1=[O:23]>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]([c:6]2[cH:7][cH:8][c:9]([Br:10])[cH:11][cH:12]2)[C:13]2([CH2:14]1)[C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[O:21][C:22]2=[O:23],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1930,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:13].[CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)=[C:12]1[C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[O:20][C:21]1=[O:22]>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]2([CH2:13]1)[C:14](=[O:15])[O:16][C:17]([CH3:18])([CH3:19])[O:20][C:21]2=[O:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1931,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:22].[C:5]1(=[CH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[O:12][C:13]1=[O:14]>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]2([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[O:12][C:13]2=[O:14])[CH:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[CH2:22]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1932,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:10].[CH:5]([CH:6]([CH3:7])[CH3:8])=[C:9]1[C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[O:17][C:18]1=[O:19]>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]([CH:6]([CH3:7])[CH3:8])[C:9]2([CH2:10]1)[C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[O:17][C:18]2=[O:19],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1933,[CH2:1]=[C:2]([CH:3]=[CH2:4])[CH3:19].[C:5]1(=[CH:15][CH:16]([CH3:17])[CH3:18])[C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[O:12][C:13]1=[O:14]>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]2([C:6](=[O:7])[O:8][C:9]([CH3:10])([CH3:11])[O:12][C:13]2=[O:14])[CH:15]([CH:16]([CH3:17])[CH3:18])[CH2:19]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1934,[CH:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[CH2:20].[CH3:1][O:2][C:3]1=[CH:4][CH:5]=[CH:6][C:7](=[O:8])[C:9]1([CH3:10])[O:11][CH3:12]>>[CH3:1][O:2][C:3]12[CH:4]=[CH:5][CH:6]([C:7](=[O:8])[C:9]1([CH3:10])[O:11][CH3:12])[CH:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1935,[CH:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)=[CH2:20].[CH3:1][O:2][C:3]1([CH3:4])[C:5](=[O:6])[CH:7]=[CH:8][CH:9]=[C:10]1[O:11][CH3:12]>>[CH3:1][O:2][C:3]1([CH3:4])[C:5](=[O:6])[CH:7]2[CH:8]=[CH:9][C:10]1([O:11][CH3:12])[CH:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1936,[CH3:1][C:2]([CH3:3])=[C:4]1[CH:5]=[CH:6][CH:7]=[CH:8]1.[C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])=[C:18]([C:19]#[N:20])[C:21]#[N:22]>>[CH3:1][C:2]1([CH3:3])[C:4]2=[CH:5][CH:6]([CH:7]=[CH:8]2)[C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])[C:18]1([C:19]#[N:20])[C:21]#[N:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1937,[CH3:1][C:2]([CH3:3])=[C:4]1[CH:5]=[CH:6][CH:7]=[CH:8]1.[C:9]([C:10]#[N:11])([C:12]#[N:13])=[C:14]([C:15]([F:16])([F:17])[F:18])[C:19]([F:20])([F:21])[F:22]>>[CH3:1][C:2]1([CH3:3])[C:4]2=[CH:5][CH:6]([CH:7]=[CH:8]2)[C:9]([C:10]#[N:11])([C:12]#[N:13])[C:14]1([C:15]([F:16])([F:17])[F:18])[C:19]([F:20])([F:21])[F:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1938,[CH3:1][C:2]([CH3:3])=[C:4]1[CH:5]=[CH:6][CH:7]=[CH:8]1.[C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])=[C:18]([C:19]#[N:20])[C:21]#[N:22]>>[CH3:1][C:2]([CH3:3])=[C:4]1[CH:5]2[CH:6]=[CH:7][CH:8]1[C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])[C:18]2([C:19]#[N:20])[C:21]#[N:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1939,[CH2:8]=[CH:9][CH:10]=[CH2:11].[CH3:1][C:2]12[CH:3]=[CH:4][C:5](=[O:6])[CH:7]=[C:12]1[CH2:13][CH2:14][CH:15]1[CH:16]2[CH:17]([OH:18])[CH2:19][C:20]2([CH3:21])[CH:22]1[CH2:23][CH2:24][C:25]2([OH:26])[C:27](=[O:28])[CH2:29][OH:30]>>[CH3:1][C:2]12[CH:3]=[CH:4][C:5](=[O:6])[CH:7]3[CH2:8][CH:9]=[CH:10][CH2:11][C:12]13[CH2:13][CH2:14][CH:15]1[CH:16]2[CH:17]([OH:18])[CH2:19][C:20]2([CH3:21])[CH:22]1[CH2:23][CH2:24][C:25]2([OH:26])[C:27](=[O:28])[CH2:29][OH:30],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1940,[CH2:8]=[CH:9][CH:10]=[CH2:11].[CH3:1][C:2]12[C:3](=[CH:4][C:5](=[O:6])[CH:7]=[CH:12]1)[CH2:13][CH2:14][CH:15]1[CH:16]2[CH:17]([OH:18])[CH2:19][C:20]2([CH3:21])[CH:22]1[CH2:23][CH2:24][C:25]2([OH:26])[C:27](=[O:28])[CH2:29][OH:30]>>[CH3:1][C:2]12[C:3](=[CH:4][C:5](=[O:6])[CH:7]3[CH2:8][CH:9]=[CH:10][CH2:11][CH:12]13)[CH2:13][CH2:14][CH:15]1[CH:16]2[CH:17]([OH:18])[CH2:19][C:20]2([CH3:21])[CH:22]1[CH2:23][CH2:24][C:25]2([OH:26])[C:27](=[O:28])[CH2:29][OH:30],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1941,[CH:13]1=[CH:14][CH:15]=[CH:16][CH2:17]1.[CH3:1][C:2]([CH2:3][CH2:4][C:5]1=[CH:6][C:7](=[O:8])[O:9][C:10]1=[O:11])=[CH2:12]>>[CH3:1][C:2]1([CH2:3][CH2:4][C:5]2=[CH:6][C:7](=[O:8])[O:9][C:10]2=[O:11])[CH2:12][CH:13]2[CH:14]=[CH:15][CH:16]1[CH2:17]2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1942,[CH:13]1=[CH:14][CH:15]=[CH:16][CH2:17]1.[CH2:1]=[C:2]([CH3:3])[CH2:4][CH2:5][C:6]1=[CH:12][C:10](=[O:11])[O:9][C:7]1=[O:8]>>[CH2:1]=[C:2]([CH3:3])[CH2:4][CH2:5][C:6]12[C:7](=[O:8])[O:9][C:10](=[O:11])[CH:12]1[CH:13]1[CH:14]=[CH:15][CH:16]2[CH2:17]1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1943,[CH:9]1=[CH:10][CH:11]=[CH:12][CH2:13][CH2:14]1.[F:1][C:2]([F:3])([F:4])[C:5](=[CH:6][CH:7]=[CH2:8])[C:15]([F:16])([F:17])[F:18]>>[F:1][C:2]([F:3])([F:4])[C:5](=[CH:6][CH:7]1[CH2:8][CH:9]2[CH:10]=[CH:11][CH:12]1[CH2:13][CH2:14]2)[C:15]([F:16])([F:17])[F:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1944,[CH:13]1=[CH:18][CH2:17][CH2:16][CH:15]=[CH:14]1.[F:1][C:2]([F:3])([F:4])[C:5]([C:6]([F:7])([F:8])[F:9])=[CH:10][CH:11]=[CH2:12]>>[F:1][C:2]([F:3])([F:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[CH:10]=[CH:11][CH2:12][CH:13]2[CH:14]=[CH:15][CH2:16][CH2:17][CH:18]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1945,[CH:4]1=[CH:5][CH:10]=[CH:7][CH2:8][CH2:9]1.[CH:1]([CH:2]=[C:3]([C:11]([F:12])([F:13])[F:14])[C:15]([F:16])([F:17])[F:18])=[CH2:6]>>[CH2:1]=[CH:2][CH:3]1[CH:4]2[CH:5]=[CH:6][CH:7]([CH2:8][CH2:9]2)[C:10]1([C:11]([F:12])([F:13])[F:14])[C:15]([F:16])([F:17])[F:18],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1946,[CH:13]1=[CH:18][CH:17]=[CH:16][CH2:15][CH2:14]1.[F:1][C:2]([F:3])([F:4])[C:5]([C:6]([F:7])([F:8])[F:9])=[CH:10][CH:11]=[CH2:12]>>[F:1][C:2]([F:3])([F:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[CH:10]=[CH:11][CH2:12][CH:13]2[CH2:14][CH2:15][CH:16]=[CH:17][CH:18]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1947,[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]([Cl:7])=[C:8]([Cl:9])[C:10]([Cl:11])=[C:12]1[Cl:13].[C:14]1([Cl:15])=[C:55]([Cl:56])[C:48]2([Cl:49])[CH:47]3[CH:18]([C:16]1([Cl:17])[C:50]2([O:51][CH3:52])[O:53][CH3:54])[CH:19]([O:20][C:21](=[O:22])[c:23]1[cH:24][cH:25][c:26]([N+:27](=[O:28])[O-:29])[cH:30][cH:31]1)[CH:32]=[CH:33][CH:34]3[O:35][C:36](=[O:37])[c:38]1[cH:39][cH:40][c:41]([N+:42](=[O:43])[O-:44])[cH:45][cH:46]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2([Cl:7])[C:8]([Cl:9])=[C:10]([Cl:11])[C:12]1([Cl:13])[C:14]1([Cl:15])[C:16]3([Cl:17])[CH:18]4[CH:19]([O:20][C:21](=[O:22])[c:23]5[cH:24][cH:25][c:26]([N+:27](=[O:28])[O-:29])[cH:30][cH:31]5)[CH:32]=[CH:33][CH:34]([O:35][C:36](=[O:37])[c:38]5[cH:39][cH:40][c:41]([N+:42](=[O:43])[O-:44])[cH:45][cH:46]5)[CH:47]4[C:48]([Cl:49])([C:50]3([O:51][CH3:52])[O:53][CH3:54])[C:55]21[Cl:56],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1948,[C:44]1([Cl:45])=[C:46]([Cl:47])[C:48]([Cl:49])=[C:50]([Cl:51])[C:52]1([O:53][CH3:54])[O:55][CH3:56].[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2([Cl:7])[C:8]([Cl:9])=[C:10]([Cl:11])[C:12]1([Cl:13])[CH:14]1[CH:15]([O:16][C:17](=[O:18])[c:19]3[cH:20][cH:21][c:22]([N+:23](=[O:24])[O-:25])[cH:26][cH:27]3)[CH:28]=[CH:29][CH:30]([O:31][C:32](=[O:33])[c:34]3[cH:35][cH:36][c:37]([N+:38](=[O:39])[O-:40])[cH:41][cH:42]3)[CH:43]21>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2([Cl:7])[C:8]([Cl:9])=[C:10]([Cl:11])[C:12]1([Cl:13])[CH:14]1[CH:15]([O:16][C:17](=[O:18])[c:19]3[cH:20][cH:21][c:22]([N+:23](=[O:24])[O-:25])[cH:26][cH:27]3)[CH:28]3[CH:29]([CH:30]([O:31][C:32](=[O:33])[c:34]4[cH:35][cH:36][c:37]([N+:38](=[O:39])[O-:40])[cH:41][cH:42]4)[CH:43]21)[C:44]1([Cl:45])[C:46]([Cl:47])=[C:48]([Cl:49])[C:50]3([Cl:51])[C:52]1([O:53][CH3:54])[O:55][CH3:56],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1949,[CH:4]1=[CH:5][CH:6]=[CH:7][C:8]1=[C:9]([c:10]1[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]1)[c:17]1[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]1.[O:1]=[C:2]1[CH:3]=[CH:24][C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][cH:32][cH:33][c:34]1[F:35]>>[O:1]=[C:2]1[CH:3]2[CH:4]3[CH:5]=[CH:6][CH:7]([C:8]3=[C:9]([c:10]3[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]3)[c:17]3[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]3)[CH:24]2[C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][cH:32][cH:33][c:34]1[F:35],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1950,[CH:4]1=[CH:8][C:7](=[C:9]([c:10]2[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]2)[c:17]2[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]2)[CH:6]=[CH:5]1.[O:1]=[C:2]1[CH:3]=[CH:24][C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][cH:32][cH:33][c:34]1[F:35]>>[O:1]=[C:2]1[CH:3]2[CH:4]3[CH:5]=[CH:6][C:7](=[CH:8]3)[C:9]([c:10]3[cH:11][cH:12][c:13]([F:14])[cH:15][cH:16]3)([c:17]3[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]3)[CH:24]2[C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][cH:32][cH:33][c:34]1[F:35],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1951,[CH:4]1=[CH:5][CH:6]=[CH:7][C:8]1=[C:9]([c:10]1[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]1)[c:17]1[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]1.[O:1]=[C:2]1[CH:3]=[CH:24][C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][c:32]([F:33])[cH:34][c:35]1[F:36]>>[O:1]=[C:2]1[CH:3]2[CH:4]3[CH:5]=[CH:6][CH:7]([C:8]3=[C:9]([c:10]3[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]3)[c:17]3[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]3)[CH:24]2[C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][c:32]([F:33])[cH:34][c:35]1[F:36],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1952,[CH:4]1=[CH:8][C:7](=[C:9]([c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]2)[c:17]2[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]2)[CH:6]=[CH:5]1.[O:1]=[C:2]1[CH:3]=[CH:24][C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][c:32]([F:33])[cH:34][c:35]1[F:36]>>[O:1]=[C:2]1[CH:3]2[CH:4]3[CH:5]=[CH:6][C:7](=[CH:8]3)[C:9]([c:10]3[cH:11][cH:12][c:13]([Br:14])[cH:15][cH:16]3)([c:17]3[cH:18][cH:19][c:20]([Br:21])[cH:22][cH:23]3)[CH:24]2[C:25](=[O:26])[N:27]1[c:28]1[c:29]([F:30])[cH:31][c:32]([F:33])[cH:34][c:35]1[F:36],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1953,[CH3:1][O:2][C:3]([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])=[CH:9][C:10]([CH3:11])=[CH2:12].[C:13]1([Br:14])=[CH:22][C:20](=[O:21])[CH:19]=[C:17]([Br:18])[C:15]1=[O:16]>>[CH3:1][O:2][C:3]1([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])[CH:9]=[C:10]([CH3:11])[CH2:12][C:13]2([Br:14])[C:15](=[O:16])[C:17]([Br:18])=[CH:19][C:20](=[O:21])[CH:22]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1954,[CH3:1][O:2][C:3]([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])=[CH:9][C:10]([CH3:11])=[CH2:12].[CH:13]1=[C:21]([Br:22])[C:19](=[O:20])[C:17]([Br:18])=[CH:16][C:14]1=[O:15]>>[CH3:1][O:2][C:3]1([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])[CH:9]=[C:10]([CH3:11])[CH2:12][CH:13]2[C:14](=[O:15])[CH:16]=[C:17]([Br:18])[C:19](=[O:20])[C:21]12[Br:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1955,[CH3:1][O:2][C:3]([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])=[CH:9][C:10]([CH3:11])=[CH2:12].[C:13]1([Br:14])=[CH:22][C:20](=[O:21])[C:18]([Br:19])=[CH:17][C:15]1=[O:16]>>[CH3:1][O:2][C:3]1([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])[CH:9]=[C:10]([CH3:11])[CH2:12][C:13]2([Br:14])[C:15](=[O:16])[CH:17]=[C:18]([Br:19])[C:20](=[O:21])[CH:22]12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1956,[CH3:1][O:2][C:3]([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])=[CH:9][C:10]([CH3:11])=[CH2:12].[CH:13]1=[C:21]([Br:22])[C:19](=[O:20])[CH:18]=[C:16]([Br:17])[C:14]1=[O:15]>>[CH3:1][O:2][C:3]1([O:4][Si:5]([CH3:6])([CH3:7])[CH3:8])[CH:9]=[C:10]([CH3:11])[CH2:12][CH:13]2[C:14](=[O:15])[C:16]([Br:17])=[CH:18][C:19](=[O:20])[C:21]12[Br:22],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1957,[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][C:6]([C:7]1=[CH:12][CH2:11][CH2:10][CH2:9][CH2:8]1)=[CH2:15].[CH2:13]=[C:14]1[CH2:16][CH:17]([c:18]2[cH:19][cH:20][o:21][cH:22]2)[O:23][C:24]1=[O:25]>>[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][C:6]1=[C:7]2[CH2:8][CH2:9][CH2:10][CH2:11][CH:12]2[CH2:13][C:14]2([CH2:15]1)[CH2:16][CH:17]([c:18]1[cH:19][cH:20][o:21][cH:22]1)[O:23][C:24]2=[O:25],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1958,[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][C:6]([C:7]1=[CH:12][CH2:11][CH2:10][CH2:9][CH2:8]1)=[CH2:15].[C:13]1(=[CH2:14])[CH2:16][CH:17]([c:18]2[cH:19][cH:20][o:21][cH:22]2)[O:23][C:24]1=[O:25]>>[CH3:1][Si:2]([CH3:3])([CH3:4])[O:5][C:6]1=[C:7]2[CH2:8][CH2:9][CH2:10][CH2:11][CH:12]2[C:13]2([CH2:14][CH2:15]1)[CH2:16][CH:17]([c:18]1[cH:19][cH:20][o:21][cH:22]1)[O:23][C:24]2=[O:25],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1959,[CH:3]1=[C:8]([C:9]([O:10][Si:11]([CH3:12])([CH3:13])[C:14]([CH3:15])([CH3:16])[CH3:17])=[CH2:18])[CH2:7][CH2:6][CH2:5][CH2:4]1.[CH3:1][CH:2]=[C:19]1[CH2:20][CH2:21][O:22][C:23]1=[O:24]>>[CH3:1][CH:2]1[CH:3]2[CH2:4][CH2:5][CH2:6][CH2:7][C:8]2=[C:9]([O:10][Si:11]([CH3:12])([CH3:13])[C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][C:19]12[CH2:20][CH2:21][O:22][C:23]2=[O:24],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
